7,16,6
8,6
12,2
7,12
9,2
6,14
12,6
12,2
10,5
15,1
6,1
5,2
7,6
5,12
16,8
8,4
9,6
6,13
11,8
16,6
6,2
7,6
7,10
7,8,6
7,5,4
4,2
5,2
11,8
6,10
7,6,2
11,10
8,6,5,2
7,15,12
6,2
11,8
8,6
6,10
10,14
6,15
9,15
6,3
5,6
6,5
3,10
6,1
5,6
8,15
3,10
3,10
6,14
14,10
2,8
7,12
7,2
15,3,10,6
11,6,8
12,6
11,8,12
3,12
9,15
6,10
9,15
8,10,6
8,6
5,12
9,8
7,1
3,12
9,6,8
8,2
7,5,1
9,10
10,6
8,6
6,2
7,4
8,2
6,10
6,8
8,6
9,5
13,16
6,15
8,3
6,8
7,1
10,2
12,6,4
16,12
11,1
3,5
8,6
9,1
6,12
6,1
1,2
3,10,6
8,6
6,8
5,6
5,4
8,6
7,6,1
11,2
8,15
12,6
3,4
9,5
7,1
11,13
6,4
10,5
8,15,6
12,6
5,6
7,6
6,10,13
7,10
8,6
14,12,6
6,2
8,13
6,10
5,1
9,11,5
6,5
14,10
12,16,10
11,8
11,8
8,6,16
7,16
7,3
16,1
6,5
10,6
11,8
3,10,16,1
7,5
6,5
8,6
3,12
7,6
1,2
7,12,15
5,6
12,14
6,12
8,6
10,4
7,6
3,4
9,3,16
7,11
16,10
6,1
6,2
10,2
14,10
5,4
12,6
6,1
9,7,6
5,4
11,6
7,12
7,6
3,5,16,12
5,6
6,1
10,2
7,10
10,2
7,12
5,2
5,4
3,16
6,10
1,2
3,6
6,12
10,5
7,6
11,6
13,2
11,13,8
8,6
7,8
3,6
11,8,5
7,8
11,7
8,6
6,1
10,2
5,8,6
5,6
16,10
11,8
10,3
12,10
15,5
11,1
8,6
7,11,10
8,12
7,11
3,16
3,8
8,2
11,8
7,5,8
8,6,2
8,13,6
1,4
9,10
11,8
8,5,12
5,1,4
7,12,4
8,6
5,12
16,3
5,4
16,10
11,8,10,6
10,13,8,6
5,2,6
16,6
11,8
12,6
7,2
3,5
5,15
16,6
8,6
9,2
7,6
7,8
11,13
11,13,12
7,1
6,8
5,12
10,6
7,12,6
6,2
6,2
8,6,15
10,6
12,10,6
10,1
7,16
12,8
9,4
15,12
12,3
11,8
14,6
8,6
14,6,16
8,10
6,8
11,8
9,11,8
5,6
6,4
6,2
8,2
6,5
6,15,5
10,1
9,2
9,3
7,12
7,10
6,13
13,5
8,12
5,6,2
8,6
9,6
7,10,6
7,13,16
6,16
11,8
9,12,3
3,6,4
12,10
15,2
15,1
6,12
12,16
14,5
13,6
6,5
15,10
3,6
12,13
3,10
5,6,2
11,8,2
6,2
11,8
7,5
9,6
7,6
5,4
3,6
6,12,5
8,12
5,1
9,2
6,13
5,6
12,6
7,10
7,2
9,6
